Название улицы,Длина,Начальные координаты,Конечные координаты
Калбаева 3 улица,319.919,"(72.7859964, 40.5044271)","(72.7849648, 40.501659)"
Калбаева 3 улица,83.562,"(72.7859964, 40.5044271)","(72.786265, 40.5051503)"
,56.085,"(72.7859964, 40.5044271)","(72.7853417, 40.5045066)"
,266.335,"(72.7853417, 40.5045066)","(72.7838776, 40.5026131)"
,56.085,"(72.7853417, 40.5045066)","(72.7859964, 40.5044271)"
Калбаева 4 улица,277.919,"(72.7853417, 40.5045066)","(72.7843947, 40.5021152)"
Калбаева 3 улица,283.88200000000006,"(72.786265, 40.5051503)","(72.7856179, 40.5068485)"
Калбаева 3 улица,83.562,"(72.786265, 40.5051503)","(72.7859964, 40.5044271)"
Калбаева 2 улица,101.876,"(72.786265, 40.5051503)","(72.7867085, 40.5043996)"
Калбаева 3 улица,31.708000000000002,"(72.7856179, 40.5068485)","(72.7853926, 40.5070698)"
Калбаева 3 улица,283.882,"(72.7856179, 40.5068485)","(72.786265, 40.5051503)"
,104.59700000000001,"(72.7856179, 40.5068485)","(72.7861378, 40.5060397)"
Калбаева 3 улица,31.708,"(72.7853926, 40.5070698)","(72.7856179, 40.5068485)"
Абдуманап Мамыров улица,38.712,"(72.7853926, 40.5070698)","(72.7857655, 40.5072717)"
Абдуманап Мамыров улица,99.499,"(72.7853926, 40.5070698)","(72.7844524, 40.5065316)"
,68.08800000000001,"(72.7834702, 40.4995005)","(72.7840451, 40.4991899)"
Калбаева 4 улица,301.154,"(72.7834702, 40.4995005)","(72.7843947, 40.5021152)"
Учар 3 улица,145.529,"(72.7834702, 40.4995005)","(72.7820426, 40.5002009)"
,4.742,"(72.7998344, 40.5493264)","(72.7998657, 40.5493618)"
,25.042,"(72.7998344, 40.5493264)","(72.7999183, 40.5491104)"
,35.027,"(72.7998344, 40.5493264)","(72.7995959, 40.549497)"
,7.375,"(72.8003287, 40.5492856)","(72.8002444, 40.5492684)"
,7.375,"(72.8002444, 40.5492684)","(72.8003287, 40.5492856)"
,32.359,"(72.8002444, 40.5492684)","(72.7999245, 40.5494284)"
,11.331,"(72.8002444, 40.5492684)","(72.8001176, 40.5492356)"
,34.522,"(72.8002444, 40.5492684)","(72.8004137, 40.5491083)"
,13.992,"(72.8004137, 40.5491083)","(72.8002635, 40.5491613)"
,34.522,"(72.8004137, 40.5491083)","(72.8002444, 40.5492684)"
,12.86,"(72.8004137, 40.5491083)","(72.8004504, 40.5490055)"
,12.85,"(72.8002635, 40.5491613)","(72.8001643, 40.5490737)"
,13.992,"(72.8002635, 40.5491613)","(72.8004137, 40.5491083)"
,14.84,"(72.8002635, 40.5491613)","(72.8001176, 40.5492356)"
,12.85,"(72.8001643, 40.5490737)","(72.8002635, 40.5491613)"
,26.279,"(72.8001643, 40.5490737)","(72.7998585, 40.5490614)"
,35.875,"(72.8001643, 40.5490737)","(72.8004504, 40.5490055)"
,25.493,"(72.8001176, 40.5492356)","(72.7998657, 40.5493618)"
,14.84,"(72.8001176, 40.5492356)","(72.8002635, 40.5491613)"
,11.331,"(72.8001176, 40.5492356)","(72.8002444, 40.5492684)"
,22.811,"(72.8001176, 40.5492356)","(72.7999183, 40.5491104)"
,27.307,"(72.7998657, 40.5493618)","(72.7995959, 40.549497)"
,25.493,"(72.7998657, 40.5493618)","(72.8001176, 40.5492356)"
,8.918,"(72.7998657, 40.5493618)","(72.7999245, 40.5494284)"
,4.742,"(72.7998657, 40.5493618)","(72.7998344, 40.5493264)"
,32.359,"(72.7999245, 40.5494284)","(72.8002444, 40.5492684)"
,27.477,"(72.7999245, 40.5494284)","(72.7996528, 40.5495642)"
,5.796,"(72.7999245, 40.5494284)","(72.7999627, 40.5494717)"
,8.918,"(72.7999245, 40.5494284)","(72.7998657, 40.5493618)"
,5.796,"(72.7999627, 40.5494717)","(72.7999245, 40.5494284)"
,25.296,"(72.8004504, 40.5490055)","(72.8002713, 40.5488232)"
,35.875,"(72.8004504, 40.5490055)","(72.8001643, 40.5490737)"
,12.86,"(72.8004504, 40.5490055)","(72.8004137, 40.5491083)"
,27.307,"(72.7995959, 40.549497)","(72.7998657, 40.5493618)"
,8.885,"(72.7995959, 40.549497)","(72.7996528, 40.5495642)"
,36.687,"(72.7995959, 40.549497)","(72.7992349, 40.5496803)"
,35.027,"(72.7995959, 40.549497)","(72.7998344, 40.5493264)"
,27.477,"(72.7996528, 40.5495642)","(72.7999245, 40.5494284)"
,6.015,"(72.7996528, 40.5495642)","(72.7996913, 40.5496097)"
,8.885,"(72.7996528, 40.5495642)","(72.7995959, 40.549497)"
,36.516999999999996,"(72.7996528, 40.5495642)","(72.7992875, 40.5497393)"
,6.015,"(72.7996913, 40.5496097)","(72.7996528, 40.5495642)"
,14.889,"(72.8011657, 40.5495695)","(72.8010142, 40.5496379)"
Исхака Разакова улица,63.795,"(72.8011657, 40.5495695)","(72.8007924, 40.5490708)"
,52.968,"(72.8011657, 40.5495695)","(72.8005415, 40.5496132)"
Исхака Разакова улица,69.11200000000001,"(72.8011657, 40.5495695)","(72.801454, 40.5501503)"
Джим улица,164.514,"(72.7992086, 40.5500021)","(72.7976021, 40.5508381)"
,65.029,"(72.7992086, 40.5500021)","(72.7996513, 40.5504805)"
Джим улица,13.383,"(72.7992086, 40.5500021)","(72.7993253, 40.5499217)"
,11.894,"(72.8002387, 40.550134)","(72.8001414, 40.5500567)"
,64.287,"(72.8002387, 40.550134)","(72.7996513, 40.5504805)"
,61.141999999999996,"(72.8002387, 40.550134)","(72.8006853, 40.5503796)"
,11.894,"(72.8001414, 40.5500567)","(72.8002387, 40.550134)"
,87.245,"(72.8001414, 40.5500567)","(72.8010142, 40.5496379)"
,97.19999999999999,"(72.8001414, 40.5500567)","(72.7993253, 40.5499217)"
,65.029,"(72.7996513, 40.5504805)","(72.7992086, 40.5500021)"
,36.047,"(72.7996513, 40.5504805)","(72.7999142, 40.5507311)"
,64.287,"(72.7996513, 40.5504805)","(72.8002387, 40.550134)"
,75.975,"(72.8006853, 40.5503796)","(72.7999142, 40.5507311)"
,71.407,"(72.8006853, 40.5503796)","(72.8013762, 40.5501836)"
,61.141999999999996,"(72.8006853, 40.5503796)","(72.8002387, 40.550134)"
,7.544,"(72.801454, 40.5501503)","(72.8013762, 40.5501836)"
Исхака Разакова улица,124.109,"(72.801454, 40.5501503)","(72.8018795, 40.5512185)"
Исхака Разакова улица,69.11200000000001,"(72.801454, 40.5501503)","(72.8011657, 40.5495695)"
,12.947,"(72.799319, 40.5497748)","(72.7994649, 40.5498104)"
,4.761,"(72.799319, 40.5497748)","(72.7992875, 40.5497393)"
,258.727,"(72.799319, 40.5497748)","(72.7969827, 40.5493588)"
,12.861,"(72.800641, 40.5483028)","(72.8006035, 40.5481907)"
,28.422,"(72.800641, 40.5483028)","(72.8007655, 40.5480737)"
,16.619999999999997,"(72.800641, 40.5483028)","(72.8004509, 40.5483223)"
,29.888,"(72.800838, 40.5477878)","(72.8004866, 40.547757)"
,32.375,"(72.800838, 40.5477878)","(72.8007655, 40.5480737)"
,33.083,"(72.800838, 40.5477878)","(72.8009754, 40.5475463)"
,32.375,"(72.8007655, 40.5480737)","(72.800838, 40.5477878)"
,15.866,"(72.8007655, 40.5480737)","(72.8005807, 40.548099)"
,28.422,"(72.8007655, 40.5480737)","(72.800641, 40.5483028)"
,16.769,"(72.8002244, 40.5481539)","(72.8000324, 40.5481921)"
,14.984,"(72.8002244, 40.5481539)","(72.8003983, 40.5481275)"
,28.179000000000002,"(72.8002244, 40.5481539)","(72.8004509, 40.5483223)"
,62.86,"(72.8002244, 40.5481539)","(72.8003091, 40.5477713)"
,16.769,"(72.8000324, 40.5481921)","(72.8002244, 40.5481539)"
,29.888,"(72.8004866, 40.547757)","(72.800838, 40.5477878)"
,38.851,"(72.8004866, 40.547757)","(72.8005807, 40.548099)"
,15.911000000000001,"(72.8004866, 40.547757)","(72.8003091, 40.5477713)"
,15.734,"(72.8005807, 40.548099)","(72.8003983, 40.5481275)"
,15.866,"(72.8005807, 40.548099)","(72.8007655, 40.5480737)"
,10.377,"(72.8005807, 40.548099)","(72.8006035, 40.5481907)"
,38.851,"(72.8005807, 40.548099)","(72.8004866, 40.547757)"
,40.318,"(72.8003091, 40.5477713)","(72.8003983, 40.5481275)"
,62.86,"(72.8003091, 40.5477713)","(72.8002244, 40.5481539)"
,15.911000000000001,"(72.8003091, 40.5477713)","(72.8004866, 40.547757)"
,14.984,"(72.8003983, 40.5481275)","(72.8002244, 40.5481539)"
,15.734,"(72.8003983, 40.5481275)","(72.8005807, 40.548099)"
,10.208,"(72.8003983, 40.5481275)","(72.800424, 40.5482172)"
,40.318,"(72.8003983, 40.5481275)","(72.8003091, 40.5477713)"
,11.906,"(72.8004509, 40.5483223)","(72.800424, 40.5482172)"
,16.619999999999997,"(72.8004509, 40.5483223)","(72.800641, 40.5483028)"
,28.179000000000002,"(72.8004509, 40.5483223)","(72.8002244, 40.5481539)"
,12.861,"(72.8006035, 40.5481907)","(72.800641, 40.5483028)"
,10.377,"(72.8006035, 40.5481907)","(72.8005807, 40.548099)"
,15.45,"(72.8006035, 40.5481907)","(72.800424, 40.5482172)"
,11.906,"(72.800424, 40.5482172)","(72.8004509, 40.5483223)"
,10.208,"(72.800424, 40.5482172)","(72.8003983, 40.5481275)"
,15.45,"(72.800424, 40.5482172)","(72.8006035, 40.5481907)"
Маджеримтал улица,34.097,"(72.7987759, 40.5368604)","(72.7989074, 40.5365705)"
,79.494,"(72.7987759, 40.5368604)","(72.799681, 40.5370539)"
,268.094,"(72.7987759, 40.5368604)","(72.7984541, 40.53503)"
,42.568,"(72.8002713, 40.5488232)","(72.7999705, 40.5485161)"
,25.296,"(72.8002713, 40.5488232)","(72.8004504, 40.5490055)"
,43.795,"(72.8002713, 40.5488232)","(72.7998585, 40.5490614)"
,7.431,"(72.7998585, 40.5490614)","(72.7999183, 40.5491104)"
,43.795,"(72.7998585, 40.5490614)","(72.8002713, 40.5488232)"
,26.279,"(72.7998585, 40.5490614)","(72.8001643, 40.5490737)"
,96.858,"(72.7998585, 40.5490614)","(72.7988419, 40.5494044)"
,96.33800000000001,"(72.7988419, 40.5494044)","(72.798481, 40.5486632)"
,46.096,"(72.7988419, 40.5494044)","(72.7992349, 40.5496803)"
,96.858,"(72.7988419, 40.5494044)","(72.7998585, 40.5490614)"
,7.431,"(72.7999183, 40.5491104)","(72.7998585, 40.5490614)"
,25.042,"(72.7999183, 40.5491104)","(72.7998344, 40.5493264)"
,22.811,"(72.7999183, 40.5491104)","(72.8001176, 40.5492356)"
,7.924,"(72.7992875, 40.5497393)","(72.7992349, 40.5496803)"
,4.761,"(72.7992875, 40.5497393)","(72.799319, 40.5497748)"
,36.516999999999996,"(72.7992875, 40.5497393)","(72.7996528, 40.5495642)"
,7.924,"(72.7992349, 40.5496803)","(72.7992875, 40.5497393)"
,36.687,"(72.7992349, 40.5496803)","(72.7995959, 40.549497)"
,46.096000000000004,"(72.7992349, 40.5496803)","(72.7988419, 40.5494044)"
,31.629,"(72.80033, 40.5493785)","(72.8005415, 40.5496132)"
Джим улица,41.504,"(72.80033, 40.5493785)","(72.7999203, 40.5495843)"
Джим улица,52.196,"(72.80033, 40.5493785)","(72.8007924, 40.5490708)"
,31.629,"(72.8005415, 40.5496132)","(72.80033, 40.5493785)"
,52.968,"(72.8005415, 40.5496132)","(72.8011657, 40.5495695)"
,89.00300000000001,"(72.8005415, 40.5496132)","(72.7999203, 40.5495843)"
,6.359,"(72.8010495, 40.5475563)","(72.8009754, 40.5475463)"
Абсамата Масалиева проспект,24.285,"(72.8010495, 40.5475563)","(72.8009908, 40.5477701)"
Абсамата Масалиева проспект,25.338,"(72.8010495, 40.5475563)","(72.8011136, 40.5473337)"
,75.975,"(72.7999142, 40.5507311)","(72.8006853, 40.5503796)"
,169.305,"(72.7999142, 40.5507311)","(72.7982271, 40.5514964)"
,36.047,"(72.7999142, 40.5507311)","(72.7996513, 40.5504805)"
,124.72,"(72.7999142, 40.5507311)","(72.8004564, 40.5517307)"
Уркуя Салиева көчөсү,83.63300000000001,"(72.8006121, 40.5518064)","(72.8003776, 40.5525075)"
Уркуя Салиева көчөсү,115.43199999999999,"(72.8006121, 40.5518064)","(72.801978, 40.5517867)"
,17.37,"(72.8006121, 40.5518064)","(72.8004564, 40.5517307)"
,60.226,"(72.798481, 40.5486632)","(72.7990558, 40.5483429)"
,21.194,"(72.798481, 40.5486632)","(72.7982787, 40.5487759)"
,30.973,"(72.798481, 40.5486632)","(72.7982473, 40.5484486)"
,96.33800000000001,"(72.798481, 40.5486632)","(72.7988419, 40.5494044)"
,2.153,"(72.7981266, 40.5473401)","(72.7981076, 40.547353)"
,52.635,"(72.7981266, 40.5473401)","(72.7985897, 40.5470235)"
,111.123,"(72.7981266, 40.5473401)","(72.7980114, 40.5465976)"
,98.757,"(72.7989829, 40.5475581)","(72.7981076, 40.547353)"
,2.153,"(72.7981076, 40.547353)","(72.7981266, 40.5473401)"
,156.033,"(72.7981076, 40.547353)","(72.7982473, 40.5484486)"
,98.757,"(72.7981076, 40.547353)","(72.7989829, 40.5475581)"
,84.715,"(72.8021195, 40.5458742)","(72.8019612, 40.5466265)"
,14.57,"(72.8011136, 40.5473337)","(72.8012814, 40.5473639)"
Абсамата Масалиева проспект,25.338,"(72.8011136, 40.5473337)","(72.8010495, 40.5475563)"
Абсамата Масалиева проспект,92.904,"(72.8011136, 40.5473337)","(72.8013626, 40.5465199)"
,43.537,"(72.8017008, 40.5473788)","(72.8018144, 40.5469969)"
,46.278,"(72.8017008, 40.5473788)","(72.8022343, 40.547473)"
,37.683,"(72.8017008, 40.5473788)","(72.8012814, 40.5473639)"
,43.537,"(72.8018144, 40.5469969)","(72.8017008, 40.5473788)"
,46.278,"(72.8022343, 40.547473)","(72.8017008, 40.5473788)"
,7.827,"(72.8018795, 40.5512185)","(72.8017898, 40.5512361)"
Исхака Разакова улица,39.928,"(72.8018795, 40.5512185)","(72.802015, 40.5515625)"
Исхака Разакова улица,124.109,"(72.8018795, 40.5512185)","(72.801454, 40.5501503)"
,94.845,"(72.8009955, 40.5510786)","(72.8017898, 40.5512361)"
,104.149,"(72.7980978, 40.5498618)","(72.7973748, 40.5491032)"
,88.685,"(72.8103052, 40.5285692)","(72.8103321, 40.5277719)"
,53.989000000000004,"(72.8103052, 40.5285692)","(72.8096988, 40.5287074)"
,59.518,"(72.8103052, 40.5285692)","(72.8104246, 40.5290966)"
Насирдина Исанова улица,69.698,"(72.8226893, 40.5006098)","(72.8229243, 40.500009)"
Насирдина Исанова улица,63.128,"(72.8226893, 40.5006098)","(72.8224705, 40.5011526)"
улица Абакир уулу Торобека,86.553,"(72.8226893, 40.5006098)","(72.8236425, 40.5008936)"
улица Абакир уулу Торобека,107.851,"(72.8257371, 40.5015172)","(72.8253559, 40.5024428)"
улица Абакир уулу Торобека,93.634,"(72.8257371, 40.5015172)","(72.8247059, 40.5012102)"
,72.992,"(72.8257371, 40.5015172)","(72.8265361, 40.5017657)"
,127.345,"(72.8449411, 40.4696222)","(72.8438091, 40.468896)"
Насиридин Исанов,521.577,"(72.8449411, 40.4696222)","(72.8469346, 40.4653347)"
Насиридин Исанов,331.43899999999996,"(72.8449411, 40.4696222)","(72.8446851, 40.4724372)"
Насиридин Исанов,9.187,"(72.8446851, 40.4724372)","(72.8446061, 40.4724939)"
Кулматова К. улица,80.769,"(72.8446851, 40.4724372)","(72.8455539, 40.4721751)"
Насиридин Исанов,331.4390000000001,"(72.8446851, 40.4724372)","(72.8449411, 40.4696222)"
Насиридин Исанов,32.641,"(72.832612, 40.4856987)","(72.8324229, 40.4859546)"
Насиридин Исанов,89.822,"(72.832612, 40.4856987)","(72.8331793, 40.4850158)"
,86.54599999999999,"(72.832612, 40.4856987)","(72.8319737, 40.4862173)"
Насирдина Исанова улица,27.023,"(72.8223801, 40.5013857)","(72.8224705, 40.5011526)"
Насирдина Исанова улица,22.428,"(72.8223801, 40.5013857)","(72.8223048, 40.5015791)"
,67.90299999999999,"(72.8223801, 40.5013857)","(72.8215817, 40.501379)"
Насирдина Исанова улица,22.428,"(72.8223048, 40.5015791)","(72.8223801, 40.5013857)"
Насирдина Исанова улица,38.303,"(72.8223048, 40.5015791)","(72.8221762, 40.5019094)"
,123.066,"(72.8223048, 40.5015791)","(72.8236826, 40.5019359)"
Насирдина Исанова улица,38.303,"(72.8221762, 40.5019094)","(72.8223048, 40.5015791)"
улица Абакир уулу Торобека,43.861999999999995,"(72.8221762, 40.5019094)","(72.8226646, 40.5020423)"
Насирдина Исанова улица,168.0,"(72.8221762, 40.5019094)","(72.8216122, 40.5033581)"
Насирдина Исанова улица,15.794,"(72.8216122, 40.5033581)","(72.8215592, 40.5034943)"
,88.522,"(72.8216122, 40.5033581)","(72.8223069, 40.5035695)"
Насирдина Исанова улица,168.0,"(72.8216122, 40.5033581)","(72.8221762, 40.5019094)"
Насирдина Исанова улица,15.794,"(72.8215592, 40.5034943)","(72.8216122, 40.5033581)"
,50.774,"(72.8215592, 40.5034943)","(72.8210296, 40.5032794)"
Насирдина Исанова улица,54.935,"(72.8215592, 40.5034943)","(72.8213747, 40.503968)"
,75.765,"(72.8037231, 40.4930819)","(72.8028278, 40.4931083)"
,74.52799999999999,"(72.8037231, 40.4930819)","(72.8045928, 40.4929754)"
85-я улица,85.819,"(72.8037231, 40.4930819)","(72.8038251, 40.4938459)"
85-я улица,85.819,"(72.8038251, 40.4938459)","(72.8037231, 40.4930819)"
,71.744,"(72.8273238, 40.5020056)","(72.8265361, 40.5017657)"
Мирсаатова улица,153.13,"(72.8273238, 40.5020056)","(72.8266092, 40.503271)"
улица Абакир уулу Торобека,263.187,"(72.8273238, 40.5020056)","(72.8273003, 40.5002855)"
,201.249,"(72.8133235, 40.5747066)","(72.8130029, 40.5729898)"
Малабеков,1055.7910000000002,"(72.7064318, 40.5128039)","(72.7080811, 40.5033927)"
,243.167,"(72.7064318, 40.5128039)","(72.7061161, 40.5149775)"
,125.292,"(72.7064318, 40.5128039)","(72.7078307, 40.5131754)"
,193.816,"(72.7122705, 40.5107036)","(72.7121, 40.5124418)"
Каримова,238.212,"(72.7122705, 40.5107036)","(72.7125106, 40.5085691)"
Каримова,116.965,"(72.7122705, 40.5107036)","(72.7136505, 40.5107789)"
,46.158,"(72.7168657, 40.5105226)","(72.7167828, 40.5109329)"
,223.72,"(72.7168657, 40.5105226)","(72.7145697, 40.5095234)"
,2231.0209999999993,"(72.7168657, 40.5105226)","(72.7146099, 40.4999524)"
,206.781,"(72.7145697, 40.5095234)","(72.7125106, 40.5085691)"
,223.72,"(72.7145697, 40.5095234)","(72.7168657, 40.5105226)"
,143.183,"(72.7145697, 40.5095234)","(72.7145751, 40.5108103)"
Каримова,78.243,"(72.7145751, 40.5108103)","(72.7136505, 40.5107789)"
Каримова,53.11,"(72.7145751, 40.5108103)","(72.7152026, 40.5108332)"
,143.183,"(72.7145751, 40.5108103)","(72.7145697, 40.5095234)"
113 улица,108.87,"(72.8324386, 40.5048143)","(72.8318611, 40.5056894)"
155 улица,78.271,"(72.8324386, 40.5048143)","(72.8333287, 40.5050078)"
113 улица,347.807,"(72.8324386, 40.5048143)","(72.8342658, 40.5020123)"
155 улица,78.059,"(72.8324386, 40.5048143)","(72.831569, 40.5045965)"
102 улица,67.567,"(72.8351926, 40.5055679)","(72.8355452, 40.5050226)"
155 улица,257.277,"(72.8351926, 40.5055679)","(72.8372418, 40.5072784)"
155 улица,93.825,"(72.8351926, 40.5055679)","(72.8342234, 40.5051569)"
102 улица,87.516,"(72.8351926, 40.5055679)","(72.8347359, 40.5062742)"
Ишматова улица,66.351,"(72.7624357, 40.4787121)","(72.7632192, 40.478716)"
Ишматова улица,371.446,"(72.7624357, 40.4787121)","(72.7582302, 40.4789684)"
Жапалак 2 улица,682.379,"(72.7624357, 40.4787121)","(72.7663626, 40.4839596)"
,61.076,"(72.7663626, 40.4839596)","(72.7660651, 40.4844601)"
,63.809,"(72.7663626, 40.4839596)","(72.7668598, 40.4835452)"
Жапалак 2 улица,682.379,"(72.7663626, 40.4839596)","(72.7624357, 40.4787121)"
Ишматова улица,43.791,"(72.7632192, 40.478716)","(72.76373, 40.4786518)"
Ишматова улица,66.351,"(72.7632192, 40.478716)","(72.7624357, 40.4787121)"
Жапалак 1 улица,632.9239999999999,"(72.7632192, 40.478716)","(72.7668598, 40.4835452)"
,63.809000000000005,"(72.7668598, 40.4835452)","(72.7663626, 40.4839596)"
,67.308,"(72.7668598, 40.4835452)","(72.7675527, 40.4832475)"
Жапалак 1 улица,632.924,"(72.7668598, 40.4835452)","(72.7632192, 40.478716)"
155 улица,28.483,"(72.831569, 40.5045965)","(72.8312619, 40.5044912)"
101 улица,383.327,"(72.831569, 40.5045965)","(72.8340661, 40.5017791)"
155 улица,78.059,"(72.831569, 40.5045965)","(72.8324386, 40.5048143)"
Каримова,526.712,"(72.7125106, 40.5085691)","(72.7130258, 40.5038485)"
Каримова,238.212,"(72.7125106, 40.5085691)","(72.7122705, 40.5107036)"
,206.781,"(72.7125106, 40.5085691)","(72.7145697, 40.5095234)"
,50.536,"(72.7148151, 40.5037334)","(72.7142572, 40.5038965)"
,100.548,"(72.7118693, 40.5150855)","(72.7119317, 40.5141825)"
,74.149,"(72.7118693, 40.5150855)","(72.7121802, 40.5156581)"
,423.839,"(72.7118693, 40.5150855)","(72.7086139, 40.5133874)"
Каримова,30.599,"(72.7136182, 40.514381)","(72.7136374, 40.5141062)"
,145.761,"(72.7136182, 40.514381)","(72.7119419, 40.5140767)"
Каримова улица,132.211,"(72.7136182, 40.514381)","(72.7135353, 40.5155683)"
,50.536,"(72.7142572, 40.5038965)","(72.7148151, 40.5037334)"
,82.137,"(72.7142572, 40.5038965)","(72.713287, 40.5038587)"
,441.74100000000004,"(72.7142572, 40.5038965)","(72.7146099, 40.4999524)"
,44.294,"(72.7135353, 40.5155683)","(72.7140575, 40.5155374)"
,115.06899999999999,"(72.7135353, 40.5155683)","(72.7121802, 40.5156581)"
Каримова улица,132.211,"(72.7135353, 40.5155683)","(72.7136182, 40.514381)"
,192.09,"(72.7135353, 40.5155683)","(72.7124169, 40.5166839)"
Каримова улица,101.803,"(72.7136478, 40.5132961)","(72.7136579, 40.5123806)"
Каримова улица,90.083,"(72.7136478, 40.5132961)","(72.7136374, 40.5141062)"
Каримова улица,113.559,"(72.7136478, 40.5132961)","(72.7149906, 40.513319)"
,295.028,"(72.7086139, 40.5133874)","(72.7119317, 40.5141825)"
,70.695,"(72.7086139, 40.5133874)","(72.7078307, 40.5131754)"
,423.83899999999994,"(72.7086139, 40.5133874)","(72.7118693, 40.5150855)"
Каримова улица,178.102,"(72.7136579, 40.5123806)","(72.7136505, 40.5107789)"
Каримова улица,101.803,"(72.7136579, 40.5123806)","(72.7136478, 40.5132961)"
,131.877,"(72.7136579, 40.5123806)","(72.7121, 40.5124418)"
,43.27,"(72.7077824, 40.5135628)","(72.7078307, 40.5131754)"
,182.283,"(72.7121, 40.5124418)","(72.7119419, 40.5140767)"
,193.816,"(72.7121, 40.5124418)","(72.7122705, 40.5107036)"
,131.877,"(72.7121, 40.5124418)","(72.7136579, 40.5123806)"
,43.27,"(72.7078307, 40.5131754)","(72.7077824, 40.5135628)"
,125.292,"(72.7078307, 40.5131754)","(72.7064318, 40.5128039)"
,70.69500000000001,"(72.7078307, 40.5131754)","(72.7086139, 40.5133874)"
,75.229,"(72.6910189, 40.501963)","(72.6917592, 40.5015877)"
,256.454,"(72.6910189, 40.501963)","(72.6896027, 40.4999235)"
,236.802,"(72.6910189, 40.501963)","(72.6916557, 40.5039082)"
,884.055,"(72.6814847, 40.5029048)","(72.6909529, 40.5062751)"
,874.979,"(72.6909529, 40.5062751)","(72.6881473, 40.5138493)"
,270.662,"(72.6909529, 40.5062751)","(72.6916557, 40.5039082)"
,884.055,"(72.6909529, 40.5062751)","(72.6814847, 40.5029048)"
,681.787,"(72.6909529, 40.5062751)","(72.6977888, 40.5094027)"
,681.787,"(72.6977888, 40.5094027)","(72.6909529, 40.5062751)"
,9.323,"(72.687584, 40.5152997)","(72.687694, 40.5153057)"
,43.335,"(72.687584, 40.5152997)","(72.6870714, 40.5152956)"
,89.223,"(72.687584, 40.5152997)","(72.6878849, 40.5145306)"
,99.408,"(72.7121802, 40.5156581)","(72.7110062, 40.5157096)"
,115.06899999999999,"(72.7121802, 40.5156581)","(72.7135353, 40.5155683)"
,74.149,"(72.7121802, 40.5156581)","(72.7118693, 40.5150855)"
,56.861,"(72.6916557, 40.5039082)","(72.6923055, 40.50404)"
,270.662,"(72.6916557, 40.5039082)","(72.6909529, 40.5062751)"
,236.80199999999996,"(72.6916557, 40.5039082)","(72.6910189, 40.501963)"
,84.237,"(72.6936603, 40.4985406)","(72.6938835, 40.4992789)"
,208.688,"(72.6936603, 40.4985406)","(72.6914572, 40.4993866)"
,376.23800000000006,"(72.6936603, 40.4985406)","(72.6914572, 40.4993866)"
,256.454,"(72.6896027, 40.4999235)","(72.6910189, 40.501963)"
,392.87399999999997,"(72.6896027, 40.4999235)","(72.6869672, 40.497757)"
,459.956,"(72.6896027, 40.4999235)","(72.6892537, 40.4970965)"
,331.908,"(72.6896027, 40.4999235)","(72.6917592, 40.5015877)"
,360.628,"(72.6964268, 40.5048758)","(72.6923055, 40.50404)"
,87.997,"(72.6964268, 40.5048758)","(72.6961564, 40.50564)"
,680.578,"(72.6964268, 40.5048758)","(72.7043257, 40.5037083)"
,392.87399999999997,"(72.6869672, 40.497757)","(72.6896027, 40.4999235)"
,459.956,"(72.6892537, 40.4970965)","(72.6896027, 40.4999235)"
,79.927,"(72.6914572, 40.4993866)","(72.6918813, 40.500029)"
,208.688,"(72.6914572, 40.4993866)","(72.6936603, 40.4985406)"
,376.23800000000006,"(72.6914572, 40.4993866)","(72.6936603, 40.4985406)"
,77.338,"(72.692471, 40.5011509)","(72.6917592, 40.5015877)"
,135.626,"(72.692471, 40.5011509)","(72.6918813, 40.500029)"
,245.136,"(72.692471, 40.5011509)","(72.6938835, 40.4992789)"
,77.338,"(72.6917592, 40.5015877)","(72.692471, 40.5011509)"
,75.229,"(72.6917592, 40.5015877)","(72.6910189, 40.501963)"
,331.908,"(72.6917592, 40.5015877)","(72.6896027, 40.4999235)"
,188.725,"(72.6918813, 40.500029)","(72.6938835, 40.4992789)"
,79.927,"(72.6918813, 40.500029)","(72.6914572, 40.4993866)"
,135.626,"(72.6918813, 40.500029)","(72.692471, 40.5011509)"
,188.725,"(72.6938835, 40.4992789)","(72.6918813, 40.500029)"
,84.237,"(72.6938835, 40.4992789)","(72.6936603, 40.4985406)"
,245.136,"(72.6938835, 40.4992789)","(72.692471, 40.5011509)"
,30.58,"(72.7846783, 40.5675199)","(72.7847707, 40.567254)"
Айкол Манас,16.769,"(72.7846783, 40.5675199)","(72.7848744, 40.5675188)"
,28.141,"(72.7848956, 40.5679727)","(72.7847595, 40.5682037)"
Айкол Манас,21.025,"(72.7848956, 40.5679727)","(72.7846524, 40.5679698)"
Айкол Манас,17.145000000000003,"(72.7844762, 40.5678218)","(72.7844788, 40.5676696)"
Рысбай Абдыкадыров,64.865,"(72.7845399, 40.5224559)","(72.7837727, 40.5224423)"
Рысбай Абдыкадыров,10.898,"(72.7845399, 40.5224559)","(72.7846688, 40.5224539)"
Саидова улица,320.829,"(72.7845399, 40.5224559)","(72.7850819, 40.5196177)"
Краснофлотская улица,251.61800000000005,"(72.7777682, 40.5192605)","(72.7758515, 40.5184034)"
Краснофлотская улица,159.987,"(72.7777682, 40.5192605)","(72.7776796, 40.5206977)"
,64.72200000000001,"(72.7777682, 40.5192605)","(72.7771979, 40.5195411)"
