Название улицы,Длина,Начальные координаты,Конечные координаты
,69.263,"(72.7962796, 40.5614213)","(72.7970995, 40.5614247)"
,149.514,"(72.7981981, 40.5616442)","(72.7981407, 40.5603003)"
,20.09,"(72.7981981, 40.5616442)","(72.7982171, 40.5618243)"
,138.985,"(72.7981981, 40.5616442)","(72.7996623, 40.5618028)"
,95.289,"(72.7851016, 40.5553628)","(72.7846189, 40.556137)"
Жийделик 13 улица,38.601,"(72.7890063, 40.5585485)","(72.7885499, 40.5585319)"
Жийделик 13 улица,207.958,"(72.7890063, 40.5585485)","(72.7914637, 40.5586582)"
,72.97,"(72.7890063, 40.5585485)","(72.788997, 40.5592047)"
Мамажанов А. улица,171.511,"(72.790919, 40.5599179)","(72.7888939, 40.5598082)"
Мамажанов А. улица,36.266,"(72.790919, 40.5599179)","(72.7913458, 40.559953)"
Шамшиев Х. улица,142.462,"(72.790919, 40.5599179)","(72.7894059, 40.5604836)"
Азим-Палван улица,157.222,"(72.793489, 40.5574349)","(72.79163, 40.5573689)"
Досматов К. улица,75.789,"(72.793489, 40.5574349)","(72.793446, 40.5581157)"
Досматов К. улица,64.655,"(72.793489, 40.5574349)","(72.7934787, 40.5568535)"
Досматов А. улица,301.989,"(72.7876827, 40.5612073)","(72.7877042, 40.5584915)"
Шамшиев Х. улица,84.176,"(72.7876827, 40.5612073)","(72.7885432, 40.5608389)"
Шамшиев Х. улица,79.28200000000001,"(72.7876827, 40.5612073)","(72.7867573, 40.5612782)"
,117.894,"(72.8034694, 40.5647377)","(72.8030762, 40.565755)"
,296.801,"(72.8034694, 40.5647377)","(72.8037336, 40.5668518)"
,55.259,"(72.8034694, 40.5647377)","(72.803374, 40.5642606)"
,66.746,"(72.7972365, 40.5584535)","(72.7964468, 40.5584348)"
,64.018,"(72.7972365, 40.5584535)","(72.7979939, 40.5584721)"
,158.536,"(72.7972365, 40.5584535)","(72.7973099, 40.5570289)"
,228.154,"(72.7972365, 40.5584535)","(72.7971292, 40.5605037)"
,218.231,"(72.7961668, 40.573802)","(72.7961655, 40.5718394)"
,67.669,"(72.7888939, 40.5598082)","(72.788997, 40.5592047)"
Мамажанов А. улица,29.354,"(72.7888939, 40.5598082)","(72.7885467, 40.5597976)"
Мамажанов А. улица,171.511,"(72.7888939, 40.5598082)","(72.790919, 40.5599179)"
,55.092,"(72.7888939, 40.5598082)","(72.7885425, 40.560087)"
,7.987,"(72.7820289, 40.5592037)","(72.7819344, 40.5592014)"
,68.61,"(72.7888791, 40.5621721)","(72.7880676, 40.5621467)"
Жийделик 9 улица,94.105,"(72.7888791, 40.5621721)","(72.7888006, 40.5630163)"
Жийделик 9 улица,110.785,"(72.7888791, 40.5621721)","(72.7888413, 40.5611762)"
Досматов К. улица,119.282,"(72.7929077, 40.5624104)","(72.7929369, 40.5613379)"
,21.651,"(72.7929077, 40.5624104)","(72.793164, 40.5624104)"
Жийделик 4 улица,310.346,"(72.7929077, 40.5624104)","(72.7923689, 40.5648888)"
,69.839,"(72.7956212, 40.5584025)","(72.7964468, 40.5584348)"
,335.413,"(72.7956212, 40.5584025)","(72.7954684, 40.5614167)"
,407.975,"(72.7956212, 40.5584025)","(72.7947466, 40.5613989)"
,147.893,"(72.7956212, 40.5584025)","(72.7958928, 40.5571054)"
,25.572,"(72.7867573, 40.5612782)","(72.7867198, 40.5615064)"
Шамшиев Х. улица,79.28200000000001,"(72.7867573, 40.5612782)","(72.7876827, 40.5612073)"
,238.649,"(72.7867573, 40.5612782)","(72.7868405, 40.5591345)"
,29.007,"(72.8019475, 40.5683407)","(72.8016432, 40.5682198)"
,350.416,"(72.8019475, 40.5683407)","(72.806096, 40.5683545)"
,47.397999999999996,"(72.8019475, 40.5683407)","(72.8020115, 40.5687581)"
Шамшиев Х. улица,5.215,"(72.7885432, 40.5608389)","(72.7886024, 40.5608256)"
Дадашев К. улица,83.608,"(72.7885432, 40.5608389)","(72.7885425, 40.560087)"
Шамшиев Х. улица,84.176,"(72.7885432, 40.5608389)","(72.7876827, 40.5612073)"
,34.325,"(72.7832973, 40.5558584)","(72.7833565, 40.555553)"
Наби Хожа улица,41.47,"(72.7832973, 40.5558584)","(72.7828065, 40.5558521)"
Наби Хожа улица,116.022,"(72.7832973, 40.5558584)","(72.7846189, 40.556137)"
Раззакова улица,141.427,"(72.8107738, 40.5733827)","(72.8111566, 40.5746209)"
Раззакова улица,150.773,"(72.8107738, 40.5733827)","(72.8103156, 40.5720722)"
,373.34299999999996,"(72.8107738, 40.5733827)","(72.8063886, 40.5736414)"
Мамажанов Х. улица,134.247,"(72.7929979, 40.559364)","(72.7914111, 40.5592988)"
Досматов К. улица,73.907,"(72.7929979, 40.559364)","(72.7929864, 40.5600286)"
Досматов К. улица,62.553000000000004,"(72.7929979, 40.559364)","(72.7934104, 40.5589336)"
,40.747,"(72.7814523, 40.5591899)","(72.7819344, 40.5592014)"
Шерматов А. улица,159.943,"(72.7814523, 40.5591899)","(72.7823062, 40.5579583)"
,64.184,"(72.7814523, 40.5591899)","(72.7807266, 40.5592033)"
Бешкапа улица,55.654,"(72.7732116, 40.5498528)","(72.7726303, 40.5496174)"
Бешкапа улица,314.467,"(72.7732116, 40.5498528)","(72.7746025, 40.5473798)"
,533.12,"(72.7732116, 40.5498528)","(72.7703857, 40.5541132)"
,5.053,"(72.7703857, 40.5541132)","(72.7703523, 40.5541509)"
,533.12,"(72.7703857, 40.5541132)","(72.7732116, 40.5498528)"
,188.649,"(72.7703857, 40.5541132)","(72.7722366, 40.5550612)"
,90.204,"(72.8118184, 40.5655867)","(72.8128841, 40.565535)"
Ахунова улица,74.46,"(72.8118184, 40.5655867)","(72.8116956, 40.5649236)"
Ахунова улица,67.395,"(72.8118184, 40.5655867)","(72.8119802, 40.5661802)"
,54.64,"(72.8197858, 40.5633055)","(72.820323, 40.5630318)"
,62.541,"(72.812962, 40.5674262)","(72.8122281, 40.5675006)"
Колдаева улица,48.858,"(72.8205866, 40.5634229)","(72.820323, 40.5630318)"
,162.897,"(72.8205866, 40.5634229)","(72.819157, 40.5643624)"
Холматова улица,30.043,"(72.8187852, 40.5584185)","(72.8186036, 40.5581862)"
Холматова улица,76.378,"(72.8187852, 40.5584185)","(72.8195087, 40.558817)"
,41.822,"(72.8187852, 40.5584185)","(72.8187137, 40.5587497)"
,91.339,"(72.8127185, 40.5698863)","(72.813799, 40.5698531)"
Ахунова улица,116.919,"(72.8127185, 40.5698863)","(72.8124888, 40.5688494)"
Ахунова улица,185.719,"(72.8127185, 40.5698863)","(72.8129423, 40.5715421)"
Азимова улица,70.679,"(72.8158507, 40.5616516)","(72.8166026, 40.5613728)"
Азимова улица,42.888,"(72.8158507, 40.5616516)","(72.8154071, 40.5618392)"
Чиланзар улица,297.879,"(72.8158507, 40.5616516)","(72.8169278, 40.5640525)"
,110.068,"(72.8198482, 40.5590627)","(72.8186449, 40.5594423)"
Холматова улица,39.611,"(72.8198482, 40.5590627)","(72.8195087, 40.558817)"
Холматова улица,99.90299999999999,"(72.8198482, 40.5590627)","(72.8204607, 40.5598298)"
Азимова улица,63.459,"(72.8196272, 40.5610581)","(72.8199833, 40.5615606)"
Азимова улица,88.788,"(72.8196272, 40.5610581)","(72.8191367, 40.5603519)"
,85.357,"(72.8196272, 40.5610581)","(72.8205484, 40.5607427)"
,89.647,"(72.8127567, 40.564909)","(72.8116956, 40.5649236)"
,144.84300000000002,"(72.8128041, 40.5644891)","(72.811639, 40.5641544)"
,54.64,"(72.820323, 40.5630318)","(72.8197858, 40.5633055)"
Колдаева улица,48.858,"(72.820323, 40.5630318)","(72.8205866, 40.5634229)"
Колдаева улица,58.155,"(72.820323, 40.5630318)","(72.8199769, 40.5625797)"
,91.793,"(72.8120893, 40.5668007)","(72.8131736, 40.5667458)"
Ахунова улица,69.609,"(72.8120893, 40.5668007)","(72.8119802, 40.5661802)"
Ахунова улица,78.704,"(72.8120893, 40.5668007)","(72.8122281, 40.5675006)"
,72.956,"(72.8170163, 40.558163)","(72.8178466, 40.5579826)"
,16.6,"(72.8170163, 40.558163)","(72.8168229, 40.5581894)"
Колдаева улица,308.45599999999996,"(72.8170163, 40.558163)","(72.8185103, 40.5605674)"
,68.848,"(72.8192887, 40.5629114)","(72.8199769, 40.5625797)"
Убайдила Садыкова улица,16.943,"(72.8173773, 40.5624981)","(72.8174747, 40.5626313)"
Убайдила Садыкова улица,141.208,"(72.8173773, 40.5624981)","(72.8166026, 40.5613728)"
Ахмадалиева улица,230.19299999999998,"(72.8173773, 40.5624981)","(72.8175465, 40.5609617)"
Азимова улица,126.018,"(72.8191367, 40.5603519)","(72.8204607, 40.5598298)"
Азимова улица,58.089,"(72.8191367, 40.5603519)","(72.8185103, 40.5605674)"
Азимова улица,88.788,"(72.8191367, 40.5603519)","(72.8196272, 40.5610581)"
,91.339,"(72.813799, 40.5698531)","(72.8127185, 40.5698863)"
,57.917,"(72.8176112, 40.5640945)","(72.8169278, 40.5640525)"
,85.357,"(72.8205484, 40.5607427)","(72.8196272, 40.5610581)"
Холматова улица,30.043,"(72.8186036, 40.5581862)","(72.8187852, 40.5584185)"
Холматова улица,273.911,"(72.8186036, 40.5581862)","(72.8170259, 40.5561245)"
,90.204,"(72.8128841, 40.565535)","(72.8118184, 40.5655867)"
Азимова улица,63.459,"(72.8199833, 40.5615606)","(72.8196272, 40.5610581)"
,162.897,"(72.819157, 40.5643624)","(72.8205866, 40.5634229)"
Убайдила Садыкова улица,239.97500000000002,"(72.819157, 40.5643624)","(72.8174747, 40.5626313)"
,62.541,"(72.8122281, 40.5675006)","(72.812962, 40.5674262)"
Ахунова улица,78.704,"(72.8122281, 40.5675006)","(72.8120893, 40.5668007)"
Ахунова улица,73.391,"(72.8122281, 40.5675006)","(72.8123554, 40.5681535)"
,89.647,"(72.8116956, 40.5649236)","(72.8127567, 40.564909)"
Ахунова улица,74.46,"(72.8116956, 40.5649236)","(72.8118184, 40.5655867)"
Ахунова улица,85.697,"(72.8116956, 40.5649236)","(72.811639, 40.5641544)"
,91.793,"(72.8131736, 40.5667458)","(72.8120893, 40.5668007)"
,110.068,"(72.8186449, 40.5594423)","(72.8198482, 40.5590627)"
Ахунова улица,80.663,"(72.811639, 40.5641544)","(72.8116066, 40.5634294)"
,144.843,"(72.811639, 40.5641544)","(72.8128041, 40.5644891)"
Ахунова улица,85.697,"(72.811639, 40.5641544)","(72.8116956, 40.5649236)"
,104.93,"(72.813221, 40.5661352)","(72.8119802, 40.5661802)"
,80.446,"(72.8169278, 40.5640525)","(72.8159762, 40.5640242)"
,57.917,"(72.8169278, 40.5640525)","(72.8176112, 40.5640945)"
Чиланзар улица,297.879,"(72.8169278, 40.5640525)","(72.8158507, 40.5616516)"
,104.93,"(72.8119802, 40.5661802)","(72.813221, 40.5661352)"
Ахунова улица,67.395,"(72.8119802, 40.5661802)","(72.8118184, 40.5655867)"
Ахунова улица,69.609,"(72.8119802, 40.5661802)","(72.8120893, 40.5668007)"
,115.231,"(72.8138275, 40.5686499)","(72.8124888, 40.5688494)"
,7.404,"(72.7808532, 40.5274982)","(72.7807719, 40.5274734)"
,272.18899999999996,"(72.7808532, 40.5274982)","(72.7812035, 40.528623)"
,56.851,"(72.7808532, 40.5274982)","(72.7811803, 40.5270723)"
Гапара Айтиева улица,39.235,"(72.7811803, 40.5270723)","(72.7807206, 40.5271214)"
Гапара Айтиева улица,45.754,"(72.7811803, 40.5270723)","(72.7817101, 40.5269878)"
,56.851,"(72.7811803, 40.5270723)","(72.7808532, 40.5274982)"
,14.951,"(72.7835352, 40.5283087)","(72.7833597, 40.5282918)"
,194.02,"(72.7812035, 40.528623)","(72.7833951, 40.5283339)"
,187.562,"(72.7812035, 40.528623)","(72.7833597, 40.5282918)"
,272.18899999999996,"(72.7812035, 40.528623)","(72.7808532, 40.5274982)"
Нематова улица,98.803,"(72.7887845, 40.5405162)","(72.7896975, 40.5410713)"
Нематова улица,105.035,"(72.7887845, 40.5405162)","(72.7878668, 40.5398791)"
Бахрамова улица,76.979,"(72.7887845, 40.5405162)","(72.788159, 40.5410195)"
Бахрамова улица,177.694,"(72.7887845, 40.5405162)","(72.7902218, 40.5393499)"
Бахрамова улица,76.979,"(72.788159, 40.5410195)","(72.7887845, 40.5405162)"
Авиценна улица,107.453,"(72.8030044, 40.5570059)","(72.8042709, 40.5569169)"
Исхака Разакова улица,33.391,"(72.8030044, 40.5570059)","(72.8030217, 40.5573059)"
Исхака Разакова улица,42.876,"(72.8030044, 40.5570059)","(72.8029788, 40.5566208)"
,65.893,"(72.8113168, 40.5570636)","(72.8106025, 40.5573016)"
,79.996,"(72.8113168, 40.5570636)","(72.812186, 40.5567782)"
Шарипова улица,464.93899999999996,"(72.8113168, 40.5570636)","(72.8130243, 40.5608275)"
Шарипова улица,233.453,"(72.8113168, 40.5570636)","(72.8108868, 40.5550324)"
Монуева улица,11.103,"(72.8074252, 40.5343116)","(72.8072939, 40.5343081)"
Монуева улица,45.844,"(72.8074252, 40.5343116)","(72.8079567, 40.5343941)"
Алимжанова улица,105.39,"(72.8074252, 40.5343116)","(72.8073899, 40.5352575)"
Шарипова улица,469.538,"(72.8104178, 40.5508501)","(72.8108868, 40.5550324)"
Шарипова улица,196.20400000000004,"(72.8104178, 40.5508501)","(72.8104218, 40.5490942)"
,117.36500000000001,"(72.8104178, 40.5508501)","(72.8116213, 40.5513757)"
,139.17000000000002,"(72.8104178, 40.5508501)","(72.808884, 40.5506073)"
Парпиева улица,12.973,"(72.8157921, 40.5477565)","(72.8159445, 40.5477707)"
Низами улица,88.798,"(72.8157921, 40.5477565)","(72.8158263, 40.5469643)"
Парпиева улица,185.64000000000001,"(72.8157921, 40.5477565)","(72.8137236, 40.5472792)"
,67.093,"(72.8122656, 40.5472025)","(72.8114814, 40.5472973)"
,102.86899999999999,"(72.8122656, 40.5472025)","(72.8134375, 40.5473368)"
,102.55399999999999,"(72.8122656, 40.5472025)","(72.81177, 40.5463955)"
,25.385,"(72.8111829, 40.5473232)","(72.8114814, 40.5472973)"
,27.585,"(72.8111829, 40.5473232)","(72.8108592, 40.5473555)"
,201.832,"(72.8111829, 40.5473232)","(72.8107763, 40.5455562)"
,101.184,"(72.8089386, 40.5477833)","(72.8088342, 40.5468768)"
,170.51,"(72.8089386, 40.5477833)","(72.8108592, 40.5473555)"
Ахунова улица,314.231,"(72.8089386, 40.5477833)","(72.808884, 40.5506073)"
,41.912,"(72.8089386, 40.5477833)","(72.808447, 40.5478336)"
Шарипова улица,86.762,"(72.8106119, 40.5481128)","(72.8108592, 40.5473555)"
Шарипова улица,110.42500000000001,"(72.8106119, 40.5481128)","(72.8104218, 40.5490942)"
,29.061,"(72.8106119, 40.5481128)","(72.8109531, 40.5481387)"
Шарипова улица,86.762,"(72.8108592, 40.5473555)","(72.8106119, 40.5481128)"
,27.585,"(72.8108592, 40.5473555)","(72.8111829, 40.5473232)"
,170.51,"(72.8108592, 40.5473555)","(72.8089386, 40.5477833)"
Алимжанова улица,31.945,"(72.8073899, 40.5352575)","(72.8074242, 40.5355436)"
Алимжанова улица,105.39,"(72.8073899, 40.5352575)","(72.8074252, 40.5343116)"
,147.01199999999994,"(72.8073899, 40.5352575)","(72.8067671, 40.5346633)"
Кош-Таш улица,138.688,"(72.8104218, 40.5490942)","(72.8120399, 40.5493038)"
Шарипова улица,196.20399999999998,"(72.8104218, 40.5490942)","(72.8104178, 40.5508501)"
Шарипова улица,110.42500000000001,"(72.8104218, 40.5490942)","(72.8106119, 40.5481128)"
Алимжанова улица,169.367,"(72.8077837, 40.5387161)","(72.8076222, 40.5371979)"
Таттыбубу Турсунбаева,18.667,"(72.8077837, 40.5387161)","(72.8080005, 40.5387483)"
Алимжанова улица,44.763,"(72.8077837, 40.5387161)","(72.8072844, 40.5388424)"
Шакирова А. улица,75.828,"(72.8080283, 40.5265531)","(72.8084889, 40.5259679)"
Шакирова А. улица,12.152,"(72.8080283, 40.5265531)","(72.8079706, 40.5266532)"
Памирская улица,103.90899999999999,"(72.8080283, 40.5265531)","(72.8092502, 40.5266193)"
Гагарина улица,60.887,"(72.8136358, 40.5274901)","(72.8135149, 40.5280299)"
Гагарина улица,60.236,"(72.8136358, 40.5274901)","(72.8137549, 40.526956)"
Ак-Алтын улица,65.714,"(72.8136358, 40.5274901)","(72.8128815, 40.5273468)"
Ак-Алтын улица,93.837,"(72.8136358, 40.5274901)","(72.8147355, 40.5275983)"
Абая улица,229.404,"(72.8138183, 40.5301616)","(72.8142973, 40.5281309)"
Мурадиложона Мадумарова,26.59,"(72.8138183, 40.5301616)","(72.813508, 40.5301221)"
Мурадиложона Мадумарова,42.283,"(72.8138183, 40.5301616)","(72.8143085, 40.5302376)"
Абая улица,229.404,"(72.8142973, 40.5281309)","(72.8138183, 40.5301616)"
Абая улица,67.074,"(72.8142973, 40.5281309)","(72.8135149, 40.5280299)"
Абая улица,281.985,"(72.8142973, 40.5281309)","(72.8145011, 40.5301868)"
Гагарина улица,231.081,"(72.8135149, 40.5280299)","(72.8130485, 40.5300776)"
Гагарина улица,60.887,"(72.8135149, 40.5280299)","(72.8136358, 40.5274901)"
Абая улица,67.074,"(72.8135149, 40.5280299)","(72.8142973, 40.5281309)"
Гагарина улица,66.985,"(72.814694, 40.5231131)","(72.8145459, 40.5237049)"
Гагарина улица,30.454,"(72.814694, 40.5231131)","(72.8147433, 40.5228418)"
Абдиева улица,163.437,"(72.814694, 40.5231131)","(72.8156901, 40.5238333)"
Гагарина улица,75.052,"(72.8144062, 40.5242898)","(72.8142612, 40.5249557)"
Гагарина улица,66.101,"(72.8144062, 40.5242898)","(72.8145459, 40.5237049)"
Абдиева улица,159.713,"(72.8144062, 40.5242898)","(72.8156901, 40.5238333)"
Хмельницкого улица,78.83699999999999,"(72.8144062, 40.5242898)","(72.8135086, 40.5241115)"
Гагарина улица,66.101,"(72.8145459, 40.5237049)","(72.8144062, 40.5242898)"
Гагарина улица,66.985,"(72.8145459, 40.5237049)","(72.814694, 40.5231131)"
,97.76,"(72.8145459, 40.5237049)","(72.8156901, 40.5238333)"
,97.76,"(72.8156901, 40.5238333)","(72.8145459, 40.5237049)"
Абдиева улица,159.713,"(72.8156901, 40.5238333)","(72.8144062, 40.5242898)"
Абдиева улица,163.437,"(72.8156901, 40.5238333)","(72.814694, 40.5231131)"
,57.492,"(72.8117527, 40.5514319)","(72.8123685, 40.5516519)"
,12.74,"(72.8117527, 40.5514319)","(72.8116213, 40.5513757)"
Навбахар улица,467.61499999999995,"(72.8117527, 40.5514319)","(72.8119871, 40.5556185)"
,12.74,"(72.8116213, 40.5513757)","(72.8117527, 40.5514319)"
,117.36500000000001,"(72.8116213, 40.5513757)","(72.8104178, 40.5508501)"
,181.601,"(72.8116213, 40.5513757)","(72.811568, 40.5497643)"
Убайдила Садыкова улица,113.527,"(72.8119871, 40.5556185)","(72.8108868, 40.5550324)"
Навбахар улица,467.615,"(72.8119871, 40.5556185)","(72.8117527, 40.5514319)"
Убайдила Садыкова улица,130.416,"(72.8119871, 40.5556185)","(72.8130488, 40.5564493)"
,139.17000000000002,"(72.808884, 40.5506073)","(72.8104178, 40.5508501)"
Ахунова улица,461.313,"(72.808884, 40.5506073)","(72.8091487, 40.5540721)"
Ахунова улица,314.231,"(72.808884, 40.5506073)","(72.8089386, 40.5477833)"
,57.492,"(72.8123685, 40.5516519)","(72.8117527, 40.5514319)"
,53.205,"(72.8123685, 40.5516519)","(72.8128354, 40.5519673)"
Кош-Таш улица,76.293,"(72.8123685, 40.5516519)","(72.8128455, 40.5510817)"
,163.86599999999999,"(72.8128354, 40.5519673)","(72.8141947, 40.5529749)"
,53.205,"(72.8128354, 40.5519673)","(72.8123685, 40.5516519)"
Садыкова улица,452.61699999999996,"(72.8128354, 40.5519673)","(72.813225, 40.556027)"
,25.041,"(72.7946554, 40.5545131)","(72.7949289, 40.5544263)"
Кызыл-Аскерская улица,211.22799999999998,"(72.7946554, 40.5545131)","(72.7948545, 40.5564013)"
Кызыл-Аскерская улица,217.34399999999997,"(72.7946554, 40.5545131)","(72.79399, 40.5526319)"
,118.13900000000001,"(72.7941348, 40.5486957)","(72.7951569, 40.5479753)"
,89.387,"(72.7953571, 40.5471424)","(72.7949075, 40.5478697)"
,83.44,"(72.793855, 40.5499503)","(72.7933079, 40.550575)"
Энгельса улица,24.123,"(72.7949075, 40.5478697)","(72.7951569, 40.5479753)"
Энгельса улица,70.901,"(72.7949075, 40.5478697)","(72.7941403, 40.5476114)"
,89.387,"(72.7949075, 40.5478697)","(72.7953571, 40.5471424)"
Яшлар улица,126.785,"(72.7962187, 40.5471396)","(72.7956692, 40.5482006)"
Яшлар улица,37.257,"(72.7962187, 40.5471396)","(72.7964263, 40.546844)"
,75.584,"(72.7962187, 40.5471396)","(72.795388, 40.5469022)"
Женишбек Бабараимов,102.412,"(72.7953347, 40.5454756)","(72.7964057, 40.5459068)"
Женишбек Бабараимов,52.168,"(72.7953347, 40.5454756)","(72.7947836, 40.5452641)"
Матросова улица,102.197,"(72.7953347, 40.5454756)","(72.7948032, 40.546299)"
Энгельса улица,70.901,"(72.7941403, 40.5476114)","(72.7949075, 40.5478697)"
Матросова улица,156.321,"(72.7941403, 40.5476114)","(72.7948032, 40.546299)"
Энгельса улица,82.209,"(72.7941403, 40.5476114)","(72.7931882, 40.547463)"
Женишбек Бабараимов,44.589,"(72.7969465, 40.5461216)","(72.7974213, 40.5462966)"
Женишбек Бабараимов,51.561,"(72.7969465, 40.5461216)","(72.7964057, 40.5459068)"
Яшлар улица,91.567,"(72.7969465, 40.5461216)","(72.7964263, 40.546844)"
,41.471,"(72.7948032, 40.546299)","(72.7943596, 40.5461394)"
,83.191,"(72.7948032, 40.546299)","(72.7957151, 40.5465811)"
Матросова улица,156.321,"(72.7948032, 40.546299)","(72.7941403, 40.5476114)"
Матросова улица,102.197,"(72.7948032, 40.546299)","(72.7953347, 40.5454756)"
Яшлар улица,126.785,"(72.7956692, 40.5482006)","(72.7962187, 40.5471396)"
Энгельса улица,50.013,"(72.7956692, 40.5482006)","(72.7951569, 40.5479753)"
Яшлар улица,139.114,"(72.7956692, 40.5482006)","(72.7952276, 40.5494057)"
Кызыл-Аскерская улица,44.342,"(72.7936667, 40.5514842)","(72.7938054, 40.5518688)"
Яшлар улица,267.538,"(72.7936667, 40.5514842)","(72.7952276, 40.5494057)"
Кызыл-Аскерская улица,105.547,"(72.7936667, 40.5514842)","(72.7933079, 40.550575)"
,65.22,"(72.7936667, 40.5514842)","(72.7943043, 40.5515901)"
,83.44,"(72.7933079, 40.550575)","(72.793855, 40.5499503)"
Кызыл-Аскерская улица,105.547,"(72.7933079, 40.550575)","(72.7936667, 40.5514842)"
Кызыл-Аскерская улица,151.21300000000002,"(72.7933079, 40.550575)","(72.7930753, 40.5492317)"
Кызыл-Аскерская улица,217.344,"(72.79399, 40.5526319)","(72.7946554, 40.5545131)"
Кызыл-Аскерская улица,86.417,"(72.79399, 40.5526319)","(72.7938054, 40.5518688)"
Джим улица,58.349999999999994,"(72.79399, 40.5526319)","(72.7933871, 40.5528269)"
Джим улица,90.433,"(72.79399, 40.5526319)","(72.7949094, 40.5522749)"
Энгельса улица,50.013,"(72.7951569, 40.5479753)","(72.7956692, 40.5482006)"
Энгельса улица,24.123,"(72.7951569, 40.5479753)","(72.7949075, 40.5478697)"
,118.13900000000001,"(72.7951569, 40.5479753)","(72.7941348, 40.5486957)"
Умарова Э. улица,271.128,"(72.7903777, 40.5537375)","(72.7891585, 40.555993)"
,93.25,"(72.7903777, 40.5537375)","(72.7913959, 40.5540612)"
,87.904,"(72.7903777, 40.5537375)","(72.7894068, 40.5534533)"
Умарова Э. улица,236.468,"(72.7903777, 40.5537375)","(72.7915981, 40.5518396)"
Ошская улица,57.774,"(72.7882421, 40.5531771)","(72.7884961, 40.5526947)"
Ошская улица,170.417,"(72.7882421, 40.5531771)","(72.7874059, 40.5545718)"
,104.49799999999999,"(72.7882421, 40.5531771)","(72.7894068, 40.5534533)"
Ташпулатов улица,80.044,"(72.791747, 40.5533926)","(72.7913959, 40.5540612)"
,87.904,"(72.7894068, 40.5534533)","(72.7903777, 40.5537375)"
Алиев Ж. улица,285.703,"(72.7894068, 40.5534533)","(72.7881002, 40.5558229)"
Алиев Ж. улица,322.35200000000003,"(72.7894068, 40.5534533)","(72.7907898, 40.5508749)"
,104.49799999999999,"(72.7894068, 40.5534533)","(72.7882421, 40.5531771)"
,190.823,"(72.7933871, 40.5528269)","(72.7915981, 40.5518396)"
Джим улица,186.99,"(72.7933871, 40.5528269)","(72.7924803, 40.5543258)"
Джим улица,58.349999999999994,"(72.7933871, 40.5528269)","(72.79399, 40.5526319)"
Ташпулатов улица,80.044,"(72.7913959, 40.5540612)","(72.791747, 40.5533926)"
,96.224,"(72.7913959, 40.5540612)","(72.7924803, 40.5543258)"
,93.25,"(72.7913959, 40.5540612)","(72.7903777, 40.5537375)"
Ташпулатов улица,256.688,"(72.7913959, 40.5540612)","(72.790262, 40.5562009)"
,91.354,"(72.7913688, 40.5564229)","(72.7903275, 40.5562014)"
,43.023,"(72.7913688, 40.5564229)","(72.7918595, 40.5565264)"
Джим улица,251.384,"(72.7913688, 40.5564229)","(72.7924803, 40.5543258)"
,96.224,"(72.7924803, 40.5543258)","(72.7913959, 40.5540612)"
Джим улица,251.384,"(72.7924803, 40.5543258)","(72.7913688, 40.5564229)"
Джим улица,186.99,"(72.7924803, 40.5543258)","(72.7933871, 40.5528269)"
Умарова Э. улица,43.073,"(72.7917833, 40.5514787)","(72.7915981, 40.5518396)"
,106.371,"(72.7917833, 40.5514787)","(72.7929308, 40.5518723)"
Умарова Э. улица,130.703,"(72.7917833, 40.5514787)","(72.7923172, 40.5503799)"
,109.297,"(72.7917833, 40.5514787)","(72.7907898, 40.5508749)"
,86.189,"(72.804214, 40.5196464)","(72.8050838, 40.519293)"
Ломоносова улица,81.24000000000001,"(72.804214, 40.5196464)","(72.803424, 40.5197913)"
,41.707,"(72.804214, 40.5196464)","(72.8044257, 40.5193187)"
,51.707,"(72.8022899, 40.5217968)","(72.8017599, 40.5215646)"
,244.298,"(72.8022899, 40.5217968)","(72.8010116, 40.5237552)"
Сай Бою улица,77.804,"(72.8022899, 40.5217968)","(72.8030057, 40.522235)"
улица Розияхон Моминовой,111.075,"(72.7939944, 40.5262468)","(72.7928648, 40.5257363)"
улица Розияхон Моминовой,4.63,"(72.7939944, 40.5262468)","(72.7940428, 40.5262663)"
Алиева Э. улица,297.713,"(72.7939944, 40.5262468)","(72.7957049, 40.5239063)"
Рысбай Абдыкадыров,87.146,"(72.7960175, 40.5235432)","(72.7951254, 40.5231503)"
Алиева Э. улица,48.252,"(72.7960175, 40.5235432)","(72.7957049, 40.5239063)"
Рысбай Абдыкадыров,152.393,"(72.7960175, 40.5235432)","(72.7975831, 40.5242228)"
Алиева Э. улица,297.713,"(72.7957049, 40.5239063)","(72.7939944, 40.5262468)"
Алиева Э. улица,48.252,"(72.7957049, 40.5239063)","(72.7960175, 40.5235432)"
Алиева Э. улица,348.827,"(72.7957049, 40.5239063)","(72.7946235, 40.5265001)"
улица Розияхон Моминовой,55.541,"(72.7946235, 40.5265001)","(72.7940428, 40.5262663)"
улица Розияхон Моминовой,35.746,"(72.7946235, 40.5265001)","(72.7949803, 40.5266727)"
Алиева Э. улица,348.827,"(72.7946235, 40.5265001)","(72.7957049, 40.5239063)"
,68.171,"(72.7837048, 40.5230532)","(72.7837727, 40.5224423)"
Щорса улица,199.649,"(72.7837048, 40.5230532)","(72.782623, 40.5240421)"
,195.07,"(72.7837048, 40.5230532)","(72.782623, 40.5240421)"
Рысбай Абдыкадыров,65.929,"(72.7837727, 40.5224423)","(72.7829941, 40.5224069)"
